address,area,city,state,country,latitude,longitude,property_name,hotel_star_rating
"Opposite DTPC Office,Behind Canara Bank,Boat Jetty Road,Alappuzha",Others,Alleppey,Kerala,India,9.4997053,76.3314859,Venice Castle,0
"#44, Millers Road,Vasanth Nagar, off cunningham road, Near jain hospital.",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9912573,77.5939384,Young Island Comforts,3
7 Oakwood Lane Malibu Towne Sohna Raod Gurgaon,SOHNA ROAD,Gurgaon,Haryana,India,28.4202497,77.1041062,Yes Rooms Malibu Towne,0
AT HARIHARESHWAR POST HARIHARESHWAR TAL SHRIWARDHAN,Alibag,Raigad,Maharashtra,India,17.9942351,73.0257994,VIDHATA,0
"Near Kotma Tiraha, Banganga Road, Sohagpur,  Shahdol , 484001",Balpurwa Chowk,Shahdol,Madhya Pradesh,India,23.3021885,81.3568021,Welcome Inn,0
Pakyong H.W. Lal Turning East Sikkim,east sikkim,Pakyong,Sikkim,India,27.3083637,88.6723578,viramma retreat sikkim,1
"Office no.11, 3rd floor, Ganga cascade, north main road, koregaon park , pune",Koregaon Park,Pune,Maharashtra,India,18.54554423,73.90123129,Vosiv Suites by Magnus Service Apartements,0
"dhar ki ber ,Near central bank dharampur 173209",Dharampur,Kasauli,Himachal Pradesh,India,30.8997997,76.9671865,yamini home stay,0
"New Bus stand NH 17(66), Kumta",Om Beach Road,Gokarn,Karnataka,India,14.4206342,74.4220389,Varada International - Kumta,0
"At Post Karde, Dapoli, Ratnagiri, Maharashtra",Karde,Dapoli,Maharashtra,India,17.753112,73.1880618,WHISTLLING PALM BEACH RESORT,0
Near Hill Petrol Bunk Ooty Mysore Main Road The Nilgiris,Mysore Road,Ooty,Tamil Nadu,India,11.412646,76.6938706,Waves Inn Cottage,0
Conoor Main Road  Ooty,Others,Ooty,Tamil Nadu,India,11.4003323,76.7164687,Venus Residency,0
"Majkhali, On main Ranikhet - Almora Road, Ranikhet",Majkhali,Ranikhet,Uttarakhand,India,29.68216609,79.50057863,Woodsvilla Resort,4
"8-21 , Marudhar Vihar , Khatipura Circle",Station Area/Sindhi Camp,Jaipur,Rajasthan,India,26.92309104,75.74674425,Yash Regency,3
"Kirloskar Road, Opposite To Nucleus Mall",Kirloskar Road,Belgaum,Karnataka,India,15.8590435,74.5089918,Western Tower Hotel,0
"Village Classic cottage,Simsa manali 3 Km from mall road . 2 km from Volvo stand",Village Simsa,Manali,Himachal Pradesh,India,32.2421949,77.1919957,Village Classic Cottage,0
"Opp. Nagin Club, Nagin Lake",Nageen Lake Area,Srinagar,Jammu and Kashmir,India,34.11859545,74.8274995,WelcomHeritage Gurkha Houseboats,0
"Zachariya Bazar, Alappuzha,",Others,Alleppey,Kerala,India,9.4980667,76.3388484,Vrindavan Houseboat (3 Bedroom),0
"Dhanalakshmipuram, Central Studio Rd, Anugraha Garden, Kallimadu",Avinashi Road,Coimbatore,Tamil Nadu,India,10.9937682,77.010415,Vetri Apartment,1
PLAZA TRANQUIL ACRES 200 FEET MMRD ROAD NEAR concentrix company kovilambakkam,"Airport Area, Pallavaram",Chennai,Tamil Nadu,India,12.94785317,80.18952466,VIRGO COMFORT HOMES,0
"H.NO.694-A, MORJIM - ASHVEM ROAD MORJIM, PERNEM GOA.",Other North Goa Beaches,Goa,Goa,India,15.6404124,73.7223316,White Feather Guest House,0
"Mendes Mansion , 1st Floor , Opp.Annapurna Hotel , Mormugao , Vasco - da - Gama",Vasco da Gama,Goa,Goa,India,15.39701773,73.80896466,Westend Hotel,0
"Victory Dawn, Rids Dale Road, Fort Cochi                                        Cochin-682 001",Vasco De Gama Square,Cochin,Kerala,India,9.9657787,76.2421147,Victory Dawn,0
"Agarwal Chawl, Opp. Kadari Bldg, Marol Naka, Chimat Pada, Near Punjabi Daba, Anadheri (East), Mumbai - 400059",Sakinaka,Mumbai,Maharashtra,India,19.116262,72.8822225,Yadav Rest House - Male Only,0
Binny Road,Triplicane,Chennai,TAMIL NADU,India,13.0625,80.2614,Vivanta by Taj - Connemara (A Taj Hotel),5
"Mysore - Bangalore High Way Road, 176, Kalasthavadi, 6 Kms from Mysore City towards Bangalore.",K R S Road,Mysore,Karnataka,India,12.3746466,76.6658854,White Orchid Resorts,2
"102 west view apartment lane no. 7 next to orange IVY school, Big Cinema Multiplex, Kalyani Nagar",Kalyani Nagar,Pune,Maharashtra,India,18.5463286,73.9033139,West View apartments by Magnus,0
"Near The NalderaGolfcourse,Naldera, shimla",Naldhera,Shimla,Himachal Pradesh,India,31.1817498,77.1900429,Wood Stock Resort,2
"Saint Benedict Road, Kacheripady, Ernakulam, Kerala",Ernakulam,Cochin,Kerala,India,9.9901897,76.2810132,Vedanta Wake Up - Ernakulam North Station,0
"342, T.H.Road, ( Near Theagaraya College ) Oldwashermenpet,",Chennai City Centre,Chennai,Tamil Nadu,India,13.0826802,80.2707184,Westin Residency,1
"Patil Galli, Nagaon Bunder Near Nagaon Beach, Post- Nagaon, Alibag  (Near Supari Sangh)",Alibag,Raigad,Maharashtra,India,18.6553938,72.8670819,Youkta Holidays,0
"Chaul, Gharat ali ,Shitala devi road.  Taluka-Alibag. District-Raigad",Alibag,Raigad,Maharashtra,India,18.6553938,72.8670819,VASUNDHARA COTTAGE,0
"Krishnagiri, Meenangadi,Wayanad",Others,Wayanad,Kerala,India,11.703206,76.0833999,Wayanad Timber Creek,0
Convent Road,Lake Area,Kodaikanal,Tamil Nadu,India,10.24008241,77.48639962,Varaha Valley,3
A-3/11  Lord Krishna Bhavan HDFC Bank Building Janak Puri,Janak Puri,Delhi,Delhi,India,28.62192961,77.0828791,West-In 11,0
"21,Raghavendra Nagar, Kumbakonam",Others,Kumbakonam,Tamil Nadu,India,10.978279,79.396525,Viha Inn Serviced Apartments,0
"283 K, Arattu Road, Varkala",Varkala Beach,Varkala,Kerala,India,8.7355854,76.7046225,Villa akasa,1
Haridwar Rishikesh Badrinath Rd Byasi,Rishikesh Badrinath Road,Rishikesh,Uttarakhand,India,30.1227339,78.3821794,Weekend Rafting Camp,0
"D111, Sector - 56, Sushant Lok - 2, Gurgaon",Golf Course Road,Gurgaon,Haryana,India,28.41916482,77.10282758,WudStay Rock Heaven,3
"360/c, 1st stage,7th main road, Hebbal, Near C.I.T.B choultry hebbal, shivananda school road",Hebbal Near Infosys,Mysore,Karnataka,India,12.3486749,76.6156373,Varsha Enclave Novelty House,2
"Besides LIC Office, Sumul Dairy Road, Near Railway Station, Surat",RAILWAY STATION Area,Surat,Gujarat,India,21.2133079,72.840112,Vetro Inn,3
"Village- Dhikuli,Corbett National Park,NH-121","Zero Garjia, Dhikuli",Corbett,Uttarakhand,India,29.47174173,79.14947346,Wood Castle Spa Resort Corbett,4
"Gundappa Street, Chikmagalur 577101",K M Road,Chikmagalur,Karnataka,India,28.538389,77.1988968,Vishnu Residency,0
"Opp Hotel Welcome, Ghat #7, Boulevard Road",Dal Lake Area,Srinagar,Jammu and Kashmir,India,34.0836581,74.7973681,Veena Palace Group Of Houseboats,0
"# 39, Montieth Road, Egmore,",Egmore,Chennai,Tamil Nadu,India,13.0669692,80.2595221,Vestin Park,3
"157, Rebelo Mension, Next to Wendell Rodricks, Campal, Panjim",Panjim Area,Goa,Goa,India,15.4954014,73.8198001,Vivenda Rebelo,0
"Araku Main Road , Near ITI, , Araku Valley",Visakha-Araku Main Road,Araku Valley,Andhra Pradesh,India,17.6868159,83.2184815,Vihar Holiday Resort,3
"CHITTOOR ROAD, ERNAKULAM, KERALA, INDIA,PIN682035",Ernakulam,Ernakulam,Kerala,India,9.978255293,76.28573062,YMCA International House,2
"D 8/29,Kalika Gali, Dashashwamedh Ghat,",Dasaswamedh Ghat,Varanasi,Uttar Pradesh,India,25.3176452,82.9739144,Yogi Lodge,0
"Plot No.1278, Suvarna Nilayam,Jubilee Hills Check post,Land Mark : Bharath Petrol pump.",Banjara Hills Area,Hyderabad,Andhra Pradesh,India,28.6139391,77.2090212,Vista Homes 1- Jubilee Hills,0
"Near Renuka Lake Nahan, Himachal Pradesh",Near Renuka Lake,Nahan,Himachal Pradesh,India,30.5599327,77.295483,Writershill,0
"Near BSNL Office, Observatory Road, Kodaikanal, Tamil Nadu 624101.",Lake Area,Kodaikanal,Tamil Nadu,India,10.2343586,77.4863295,Vedanta Wake Up - Lake,0
"B2/3, Africa Avenue Road, Safdar Jung Enclave (Near DLTA Khanna Stadium)Close to BhikaJi KamaPalace",Safdarjung Enclave,Delhi,Delhi,India,28.56816664,77.18977251,Veer Palace,0
"Ranthambhore Road, Sawai Madhopur",Ranthambhore,Sawai Madhopur,Rajasthan,India,26.031047,76.3945098,WelcomHeritage Ranthambhore Forest Resort,3
"near to nandhi circle,tirupati",Kapilatheertham,Tirupati,Andhra Pradesh,India,13.6139491,79.362951,viswanadth residency,1
Malla Ramgarh,Ramgarh,Nainital,Uttarakhand,India,29.3697616,79.5439666,Whispering Pines,0
"shastri circal mdm hospital, Jodhpur",Ratanada,Jodhpur,Rajasthan,India,28.6139391,77.2090212,yogee hospitality &amp; accommodation,0
"Aleevoor Road,Industrial Area Manipal,Karnataka",End Point Road,Manipal,Karnataka,India,13.3605015,74.7863698,Vijaya Residency,0
"No.114, ST.Marys Road,  Vidya Theertha Nagar,  Alwarpet,",Chennai City Centre,Chennai,Tamil Nadu,India,13.0290549,80.2526394,VR Home(St.Mary's Road),0
"Near MGF Life Style Mall, C-Scheme",Bani Park,Jaipur,Rajasthan,India,26.9114039,75.8001884,Wassup Guest House,0
"Wavelet Beach Resort Goa, House no- 357, Ward No 9,Palolem Canacona",Palolem Beach Area,Goa,Goa,India,15.0099648,74.0232186,Wavelet Beach Resort,0
"opposite kotipalli bus stand,road cum railbridge road,rajahmundry",Kotipalli Bus Stand,Rajahmundry,Andhra Pradesh,India,16.9928441,81.7755526,VIJAY RESIDENCY AC,2
"Simi Bhavan Buildings,West of YMCA, Near St.Marry's Timbers, C.C.N.B Rd, Alleppey, Kerala",Others,Alleppey,Kerala,India,9.4980667,76.3388484,wonder cruise houseboat single bed deluxe,0
"D.No. 11-6-54/4, Bansal Towers, Y Junction, Opposite Prashanthnagar Bus Depo, APIIC Rd, Balanagar, Kukatpally, Hyderabad, Telangana 500072",Others,Hyderabad,Andhra Pradesh,India,17.4027421,78.4524591,Vishnu Priya Lodge,0
"Door No 204/1,Keerthy Mahal Road,Upstairs of Andhra Bank Main Branch,Vinukonda",Keerthi Mahal Road,Vinukonda,Andhra Pradesh,India,16.0568398,79.7453318,VLS Residency,1
"Village Karyal PO Fagu, Near Galleu",Chail-Kufri Road,Shimla,Himachal Pradesh,India,31.0856576,77.3008506,Wanderers Camps,0
"Hoddur Main Road Napoklu, Karnataka,India",Madikeri,Coorg,Karnataka,India,12.30958,75.6884429,Woods Cottage &amp; Tent Houses,0
"Jaiharikhal, Lansdowne",Gumkhal,Lansdowne,Uttarakhand,India,29.8377457,78.6871069,Windsor Cottages,3
"Near Chitra Talkies,Sharvan Nath Naga",Haridwar-Rishikesh Road,Haridwar,Uttarakhand,India,29.9448014,78.1641031,Virasat Residency,2
sathbunga(Mukteshwar),Others,Nainital,Uttarakhand,India,29.4433909,79.6108067,Win Cliff Orchard  Resort,2
"Agnicho Vaddo,Guirim, Bardez,Goa",Mapusa,Goa,Goa,India,15.5635065,73.8154394,White Square Nirvana,0
"Plot No.21 Pocket,2,Jasola Vihar",South Extension,Delhi,Delhi,India,28.54346875,77.29232653,Welcome Hospitality,0
"Thekkady road, Kumliy.",Kumily Thekkady Road,Thekkady,Kerala,India,9.603250463,77.16978197,WILDERNEST,3
"S-3, Linking Road, Near Ajmer Pulia, Gopalbadi, Jaipur",Station Area/Sindhi Camp,Jaipur,Rajasthan,India,26.9145786,75.79107451,Vesta International,4
"near Kisama Heritage Village, below NH  29, Kigwema",kohima Nagaland,Kohima,Nagaland,India,25.6032296,94.1143269,Vicha Paying Guest,0
"4th Floor,Cardozo Building,near panjim Bus Stand,Panjim",Panjim Area,Goa,Goa,India,15.49755,73.835788,Viva Guest House,0
"Plot No. 4, Sector 23, Opp. Sanpada Railway station, Sanpada, Navi Mumbai",Navi Mumbai Area,Navi Mumbai,Maharashtra,India,19.06832585,73.00990113,Yogi Metropolitan,3
"Civil Line, Sultanpur Ho, Sultanpur - 228001, Near Convent School","Civil Line, Near Pant Stadium",Sultanpur,Uttar Pradesh,India,26.2647757,82.0727061,Vrindavan Guest House,0
"Narula Village Resort, Rewari Road, Shekhawati Highway, State Highway-26, Narnaul Ho, Narnaul - 123001, Narula Village Resort.",Rewari Road,Narnaul,Haryana,India,28.0657961,76.1014781,VILLAGE RESORT,0
"Kootu Hole Bridge, Galibeeda Road, Madikeri - 571 201, Kodugu",Madikeri,Coorg,Karnataka,India,12.4225988,75.7403141,White House Home Stay,1
"A-191,Green Wood City,Sector -45,Near Euro international School, Huda city Center",Sector 45,Gurgaon,Haryana,India,28.44957622,77.06439668,Vista Wood,3
"Jalaphar Road, Behind D.I.G Bunglow, Darjeeling",Others,Darjeeling,West Bengal,India,27.038095,88.2665483,Viramma Villa at Darjeeling,0
"Pune Nagar Road, Near BJS College,Wagholi,Pune",Pune Nagar Road,Pune,Maharashtra,India,18.58924268,73.99741709,Yashraj Inn,3
"1.Chander Nagar (near Prince Chock), Haridwar Road",Haridwar Road,Dehradun,Uttarakhand,India,30.31525911,78.03854551,Vishal Residency,3
"4-A, Nadir Colony, Opp. Hotel Jehanuma Palace, Shyamla Hills, Bhopal (M.P.) India",Shamla Hills,Bhopal,Madhya Pradesh,India,23.24132146,77.38583654,"Vinayak Villa, Luxury Service Apartments.",3
I.G Road chikmagalur,K M Road,Chikmagalur,Karnataka,India,13.3231406,75.7720705,Venkateshwar Residency,0
"Varangampadi Village, Sholayoor, Attapadi Hills, Palakkad, Kerala",Village Varangampadi,Palakkad,Kerala,India,11.0646325,76.7065857,Vision Nature Resorts,3
"Village Mansari P.O. Haripur Tehsil, Manali",Naggar Road,Manali,Himachal Pradesh,India,32.15317577,77.18276024,WoodyVu Mansari Cottage,0
"197, Mahakal Road, Ujjain City, Ujjain - 456006, Gulisthan Guest House Ke Neche, Lohe Ka Pull",Mahakal temple Area ujjain,Ujjain,Madhya Pradesh,India,23.1793013,75.7849097,VEBHAV GUEST HOUSE,0
"Adjacent to Chhatrapati Shivaji Sports Complex, Pune Bangalore Highway, Balewadi, Pune",Pune Bangalore Highway,Pune,Maharashtra,India,18.57130051,73.76461029,VITS Hotel,4
"Savane Beach, Anjarle, Tal : Dapoli",Dapoli,Dapoli Camp,Maharashtra,India,17.86695877,73.08245348,Whistling Waves Beach Resort,2
"Opposite Indian Oil Petrol Pump,P.S. Rupaspur, Bailey Road, Patna-801503",Bailey Road,Patna,Bihar,India,25.61403447,85.05262785,Vatika Premier Hotel,0
"Naldehra , near Hotel (The Chalets),The Golf Course, Shimla, 171005",Naldhera,Shimla,Himachal Pradesh,India,31.1808614,77.1846416,Vivek Palace,2
"Baddi, Solan - 173205, SAI Road",SAI Road,Baddi,Himachal Pradesh,India,30.9285149,76.7962378,Yamini Guest House &amp; Restaurant,0
"143, Vijaynagar,Near Football Chowk, Jalandhar",Viajay Nagar,Jalandhar,Punjab,India,31.3260152,75.5761829,Vivo Hotel,3
"C-90 ANSALS ARAVALI RETREAT ,GURGAON",Others,Gurgaon,Haryana,India,28.4594965,77.0266383,Whispering Wind,0
"Near Bhavans Vidya Mandir School   Eroor South, Eroor, Ernakulam, Kerala 682306, India",Ernakulam,Cochin,Kerala,India,9.9312328,76.2673041,Wintergreen water front resort,0
"Madhla Vaddo, Opp Nanu Wines, Morjim",Other North Goa Beaches,Goa,Goa,India,15.629444,73.735833,Wanderers Hostel,2
"35, Rajeshwari street, Santosh Nagar,Pallawakkam, Kandanchawdi, opposite Appolo OMR, Chennai-600096",Thuraipakkam,Chennai,Tamil Nadu,India,12.9515651,80.2415006,Yali Service Apartment,0
"OPP HIM UP SCHOOL ,CHELODE,VYTHIRI",Others,Wayanad,Kerala,India,11.5606677,76.040662,Vythiri Grace Residency,0
No. 5 Rue Saint Martin,White Town,Pondicherry,Pondicherry,India,11.9356148,79.83598817,Villa Bayoud (WiFi Complimentary),4
"wow rooms plot no 22A, ideal Grand bhim nagar polipathar narmada road jabalpur",Ideal Hills Appar,Jabalpur,Madhya Pradesh,India,23.12307426,79.9280371,WOW ROOMS HOME STAYS,0
"Simi Bhavan Buildings,West of YMCA, Near St.Marry's Timbers, C.C.N.B Rd Alleppey, Kerala",Others,Alleppey,Kerala,India,9.4980667,76.3388484,wonder cruise houseboat (Standard  Double Bedded ),0
"NH-212, Near Vythiri Town, Vythiri P.O Wayanad, Kerala",Vythiri,Wayanad,Kerala,India,11.5613793,76.0419106,Vythiri Village,5
"NH 17,Calicut Bypass Road , Azhinjilam P.O. Malappuram District, Kozhikode 673632, Kerala, India",Kozhikode,Kozhikode,Kerala,India,11.2587531,75.78041,WelcomHotel Raviz Kadavu,5
"Station Rd, Sri Krishna Colony, Girmajipet, Warangal, Telangana 506002",STATION ROAD,Warangal,Andhra Pradesh,India,15.9128998,79.7399875,Vishnu Lodge,1
"S-6, Adinath Nagar, JLN Marg, Opposite World Trade , Park, Malviya Nagar, Jaipur",J L N Marg,Jaipur,Rajasthan,India,26.85182843,75.80270695,WudStay DLF Phase III,3
"White House , Near Brahmachaitanya Bungalow Behind MSEB Kodoli Tal Panhala Dist Kolhapur",OLD PUNE-BANGALORE RD,Kolhapur,Maharashtra,India,16.86744644,74.19529582,White House,0
"WINDTHISTLEVILLA HOMESTAY, GANDHIKANDI, EMERALD POST, NILGIRIS",Emerald,Ooty,Tamil Nadu,India,11.30692918,76.62295645,Windthistle villa(30 Kms from Ooty),0
"Plot.no. C - 138, Village- Pangari , District- Satara, Panchgani Mahabaleshwar Rd, Nandanwan",Village Bhilar,Panchgani,Maharashtra,India,17.9239501,73.8036752,Yash Villa,0
"Dharampur,Mid- Way Shimla-Chandigarh,Tehsil Kasauli,",Dharampur,Kasauli,Himachal Pradesh,India,30.8964658,77.0586127,"Whispering Pine Home Stay,Dharampur",0
"Village Anandpur PO Shoghi,Tehsil Distt Shimla HP",Shoghi,Shimla,Himachal Pradesh,India,31.0437822,77.1623566,Woodsmoke Resort and Spa,4
"C-115, Nandanvan Colony",Main Town,Panchgani,Maharashtra,India,17.9239501,73.8036752,Vrindavan Bungalow,0
"Plot No.77, SOS Nagar,  Bheemili Village",Beach Area,Visakhapatnam,Andhra Pradesh,India,17.88096373,83.44286438,Vizag Palms,0
"Villa in Down Da Village Resort  Sainagar, 1411/68 A, Pilerne - Candolim Rd, Sainagar, Candolim, G",Candolim Area,Goa,Goa,India,15.53689277,73.7601726,Vila,3
"Khushala Top, V and P Shoghi, SHIMLA  (Shoghi Bazar to 4 Km Valley Side)",Shoghi,Shimla,Himachal Pradesh,India,31.0465616,77.1170116,Vatika Resorts,2
Raja Niwas Shoghi,Shoghi,Shimla,Himachal Pradesh,India,31.0475387,77.1332361,Vardaan Home Stay,0
"E-2 MANSAROVER GARDEN,FIRST FLOOR  NEAR RING ROAD, MARBLE MARKET RAJOURI GARDEN NEW DELHI",Rajouri Garden,Delhi,Delhi,India,28.5741278,77.1609347,West Inn,3
"District Wayanad, Old Vythri, Vythiri, Kerala 673576",Vythiri,Wayanad,Kerala,India,11.5398962,76.0363604,VYTHIRI MEADOWS,1
"Near Muthappan Temple, Parassinikkadavu Kannur-, Kerala, India",Parassinikkadavu,Kannur,Kerala,India,11.9842763,75.3994546,Well View,0
"Ottamaram, Pothamedu, Munnar, Idukki District",Pothamedu,Munnar,Kerala,India,10.08371715,77.05919422,Woodpecker Holidays,2
"Plot No. 354, Ward C Block 19, Chettiar Park Road,M. M. Street,",Kurinji Temple Area,Kodaikanal,Tamil Nadu,India,10.2381136,77.4891822,VC ELITE RESIDENCY,0
Lachung North Sikkim,Sar Chok,Lachung,Sikkim,India,27.6890569,88.7429723,Yarlam Resort,3
"NO.24/1,LADY CURZON ROAD, NEAR BOWRING HOSPITAL,OPP.MYSORE BANK, SHIVAJI NAGAR",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9856503,77.6056927,WESTPARK,3
"No 10/86, Singara Road, Masinagudi, Ooty - 643223, Near By Green Park Restaurant",Others,Ooty,Tamil Nadu,India,11.4128584,76.6930799,Wild Breeze Resorts,0
"House no.182, Circle no.4, 31st January Road,Fontainhas,Panjim",Panjim Area,Goa,Goa,India,15.4955807,73.8314054,WelcomHeritage Panjim Peoples,3
"Zachariya Bazar, Alappuzha,",Others,Alleppey,Kerala,India,9.4980667,76.3388484,Vrundavanam Heritage Home,0
"Near CSI church, Upper Gudalur,  Gudalur",Masinagudi P.O,Masinagudi,Tamil Nadu,India,11.4991508,76.4941418,"Velu's Resort, Gudalur",3
"Bettathur Village, Madenad Post, Madikeri Taluk, Kodagu.",Madikeri,Coorg,Karnataka,India,12.3374942,75.8069082,Virgin mountains,0
"house no 8, ullawas",Others,Gurgaon,Haryana,India,28.4023269,77.0821388,WZ Hospitality Service,0
Main Market,Main Market,Pahalgam,Jammu and Kashmir,India,34.0203549,75.3151618,Volga Hotel,3
"Thomrewadi Kurwande Road, Opp Lonavala Lake",Tungarli Lake Area,Lonavala,Maharashtra,India,18.7471122,73.3937306,Villa San Lawrenz,0
"C-115, Nandanvan Colony, Panchgani",Main Town,Panchgani,Maharashtra,India,17.923643,73.7983062,Vrindavan Bungalows,0
"# 2nd KIMS Hospital,, 18, NR Road, Kalasipalayam,",Others,Bangalore,Karnataka,India,12.9594549,77.5805685,White Fort Lodge,0
"#11-4-649/c, A.C. Guards, Opp.Mehdi Function Hall, Lakdikapul",Lakdikapul,Hyderabad,Andhra Pradesh,India,17.4026049,78.4607238,Wood Bridge Grand,3
"WHITE SAAND,Heritage Beach Residence,Sea View Ward,Allappuzha - 688012",Others,Alleppey,Kerala,India,9.4980667,76.3388484,White Saand Beach Resort(Guest House),0
"No 67, 100ft Ring road Next to ICICI Bank ATM,BTM 2nd Stage,",Bannerghatta Road,Bangalore,Karnataka,India,12.9167316,77.6031066,Vijay Residency Deluxe Lodge,0
"BH Road, Kandavara Village, Opp to Muncipal Water tank,Kundapura",Udupi,Udupi,Karnataka,India,13.6315963,74.6899917,VITS Pratham,3
"VILL. SHURU,NEAR GREEN TAX NAGAR ROAD MANALI  175131","Aleo, left bank",Manali,Himachal Pradesh,India,32.2396325,77.1887145,Woodland Retreat,3
"117, West Basyakaralu Road, R.S.Puram",R.S. Puram,Coimbatore,Tamil Nadu,India,11.0104033,76.9499028,White Castle,0
"Churi Ajitagarh, Near Mandawa, Rajasthan",Churi Ajitagarh,Mandawa,Rajasthan,India,28.050017,75.1487007,Vivaana Culture Hotel,4
"Lakkidi P.O, Wayanad, Kerala, India.",Lakkidi,Wayanad,Kerala,India,11.518487,76.045331,Vythiri Resort,4
"Near HMCA Chapel, Punnamada Finishing Point Road, Alappuzha, Kerela 688013.",Finishing Point Road,Alleppey,Kerala,India,9.507876134,76.35124898,Vedanta Wake Up - Backwaters,0
"165, Cariappa Marg, Khirki Extn. Colony (Near Sainik Farm, Gate No. 2), M.B. Road, New Delhi",Others,Delhi,Delhi,India,28.6139391,77.2090212,Vedanata Service Apartments,0
"Nikita Complex Khanapara, G S Road",G.S. Road,Guwahati,Assam,India,26.1665736,91.7667071,Vivanta by Taj  Guwahati,5
"West wind Near Ranipet Park, Way to Abbi falls Rnipet",Madikeri,Coorg,Karnataka,India,12.4244205,75.7381856,Wind Breeze Homestay,0
"Majorda, Goa",Colva Area,Goa,Goa,India,15.296128,73.9242251,Villa Cruz Guest House,0
"V.I.P. Road, Koh-e-Fiza, Bhopal,Madhya Pradesh",V.I.P Road,Bhopal,Madhya Pradesh,India,23.26721029,77.36821223,WelcomHeritage Noor-Us-Sabha Palace,3
